"Modern Axe","Moderne Axt"
"Modern Hammer","Moderner Hammer"
"Modern Hoe","Moderne Hacke"
"Modern Pickaxe","Moderne Spitzhacke"
"Modern Scythe","Moderne Sense"
"Modern Shovel","Moderne Schaufel"
"Steel Axe","Stahlaxt"
"Steel Hammer","Stahlhammer"
"Steel Hoe","Stahlhacke"
"Steel Pickaxe","Stahlspitzhacke"
"Steel Shovel","Stahlschaufel"
"Stone Axe","Steinaxt"
"Stone Hammer","Steinhammer"
"Stone Pickaxe","Steinspitzhacke"
"Wooden Hoe","Holzhacke"
"Wooden Shovel","Holzschaufel"
"Bow","Bogen"
"Amanita Mushrooms","Fliegenpilze"
"Beet","Rübe"
"Corn","Mais"
"Crimini Mushrooms","Champignons"
"Fiddleheads","Farnspitzen"
"Fireweed Shoots","Weidenröschenwurzel"
"Giant Cactus Fruit","Riesige Kaktusfrucht"
"Huckleberries","Heidelbeeren"
"Prickly Pear Fruit","Kaktusfeige"
"Tomato","Tomate"
"Wheat","Weizen"
"Plant Fibers","Pflanzenfasern"
"Acorn","Eichel"
"Beans","Bohnen"
"Beet Seed","Samen (Rote Bete)"
"Birch Seed","Samen (Birke)"
"Bunchgrass Seed","Samen (Büschelgras)"
"Camas Bulb","Prärielilienzwiebel"
"Cedar Seed","Samen (Zeder)"
"Corn Seed","Samen (Mais)"
"Creosote Bush Seed","Samen (Kreosotbusch)"
"Crimini Mushroom Spores","Sporen (Champignon)"
"Fern Spore","Sporen (Farn)"
"Fireweed Seed","Samen (Weidenröschen)"
"Fir Seed","Samen (Tanne)"
"Grass Seed","Samen (Gras)"
"Huckleberry Seed","Samen (Heidelbeere)"
"Prickly Pear Seed","Samen (Kaktusfeigen)"
"Rice","Reis"
"Tomato Seed","Samen (Tomaten)"
"Wheat Seed","Samen (Weizen)"
"Leather Hide","Leder"
"Cloth","Stoff"
"Cellulose Fiber","Zellulosefaser"
"Fur Pelt","Fellpelz"
"Composite Filler","Füller aus Verbundstoffen"
"Huckleberry Extract","Heidelbeerextrakt"
"Berry Extract Fertilizer","Dünger aus Beerenextrakt"
"Pulp Filler","Füller aus Holzspähnen"
"Scrap Meat","Fleischreste"
"Blood Meal Fertilizer","Dünger aus Blutmahl"
"Fiber Filler","Füller aus Fasern"
"Charred Camas Bulb","Gegrillte Prärielilienzwiebel"
"Camas Ash Fertilizer","Dünger aus Prärielilienasche"
"Dirt","Erde"
"Hide Ash Fertilizer","Dünger aus Lederasche"
"Pelt Fertilizer","Dünger aus Pelz"
"Stone","Stein"
"Phosphate Fertilizer","Dünger mit Phosphat"
"Wood Pulp","Holzspan"
"Acorn Powder","Eichelpulver"
"Raw Meat","Rohes Fleisch"
"Baked Meat","Gebackenes Fleisch"
"Raw Roast","Roher Braten"
"Baked Roast","Gebackener Braten"
"Tallow","Talg"
"Bannock","Lagerfeuerbrot"
"Bean Paste","Bohnenpaste"
"Flour","Mehl"
"Sugar","Zucker"
"Yeast","Hefe"
"Bearclaw","Bärenklaue"
"Prime Cut","Filet"
"Vegetable Medley","Gemüsesalat"
"Meat Stock","Brühe aus Fleisch"
"Infused Oil","Raffiniertes Öl"
"Bear S U P R E M E","Bärensteak"
"Raw Sausage","Rohe Wurst"
"Boiled Sausage","Gekochte Wurst"
"Bread","Brot"
"Camas Paste","Prärielilienpaste"
"Camas Bread","Prärielilienbrot"
"Camas Bulb Bake","Gebackene Prärielilienzwiebel"
"Campfire Roast","Lagerfeuerbraten"
"Campfire Stew","Lagerfeuer Eintopf"
"Charred Beet","Gegrillte Rübe"
"Charred Corn","Gegrillter Mais"
"Raw Fish","Roher Fisch"
"Charred Fish","Gegrillter Fisch"
"Charred Meat","Gegrilltes Fleisch"
"Charred Sausage","Gegrillte Wurst"
"Charred Tomato","Gegrillte Tomate"
"Steel","Stahl"
"Cornmeal","Maismehl"
"Oil","Öl"
"Corn Fritters","Frittierter Mais"
"Corn Starch","Maisstärke"
"Basic Salad","Einfacher Salat"
"Crimson Salad","Purpursalat"
"Raw Bacon","Roher Speck"
"Crispy Bacon","Knuspriger Speck"
"Tortilla",""
"Wild Mix","Wildsalat"
"Elk Taco","Elchtaco"
"Elk Wellington","Wapitiwellington"
"Flatbread","Fladenbrot"
"Prepared Meat","Vorbereitetes Fleisch"
"Fried Hare Haunches","Frittierte Hasenkeule"
"Fried Tomatoes","Frittierte Tomaten"
"Huckleberry Pie","Heidelbeerkuchen"
"Hydrocolloids","Hydrokolloide"
"Liquid Nitrogen","Flüssiger Stickstoff"
"Simple Syrup","Zuckersirup"
"Maltodextrin",""
"Meat Pie","Fleischpastete"
"Cereal Germ","Getreidekeim"
"Seared Meat","Kurz angebratenes Fleisch"
"Simmered Meat","Geschmortes Fleisch"
"Stuffed Turkey","Gefüllter Truthahn"
"Fruit Salad","Obstsalat"
"Sweet Salad","Süßer Salat"
"Transglutaminase",""
"Vegetable Stock","Brühe aus Gemüse"
"Vegetable Soup","Suppe mit Gemüse"
"Wild Stew","Lagerfeuer Waldeintopf"
"Wilted Fiddleheads","Farnspitzen getrocknet"
"Piston","Kolben"
"Valve","Ventil"
"Servo","Servomotor"
"Circuit","Schaltkreis"
"Advanced Combustion Engine","Fortschrittlicher Verbrennungsmotor"
"Log","Baumstamm"
"Arrow","Pfeil"
"Concrete","Beton"
"Asphalt Ramp","Asphaltrampe"
"Barrel","Fass"
"Biodiesel",""
"Board","Bretter"
"Brick","Ziegel aus Lehm"
"Lumber","Bauholz"
"Charcoal","Holzkohle"
"Substrate","Substrat"
"Copper Wiring","Kupferkabel"
"Gold Flakes","Blattgold"
"Gearbox","Getriebe"
"Combustion Engine","Verbrennungsmotor"
"Copper Ore","Kupfererz"
"Copper Pipe","Kupferrohr"
"Corrugated Steel","Wellblech"
"Deed","Besitzurkunde"
"Dirt Ramp","Erdrampe"
"Electric Motor","Elektromotor"
"Petroleum",""
"Epoxy","Epoxidharz"
"Plastic","Kunststoff"
"Glass","Glas"
"Fiberglass","Glasfaserverstärkter Kunststoff"
"Fishing Pole","Angel"
"Flat Steel","Flachstahl"
"Framed Glass","Gerahmtes Glas"
"Gasoline","Benzin"
"Gear","Zahnrad"
"Sand",""
"Gold Ore","Golderz"
"Hewn Log","Massivholz"
"Iron Ore","Eisenerz"
"Iron Pipe","Eisenrohr"
"Mortared Stone","Ziegel aus Stein"
"Paper","Papier"
"Rebar","Bewehrungsstahl"
"Reinforced Concrete","Stahlbeton"
"Rivet","Niete"
"Soil Sampler","Bodenprüfer"
"Steel Pipe","Stahlrohr"
"Stone Ramp","Steinrampe"
"Stone Road","Steinstraße"
"Torch","Fackel"
"Bison Carcass","Bisonkadaver"
"Elk Carcass","Elchkadaver"
"Fox Carcass","Fuchskadaver"
"Hare Carcass","Hasenkadaver"
"Turkey Carcass","Truthahnkadaver"
"Wolf Carcass","Wolfkadaver"
"Salmon","Lachs"
"Trout","Forelle"
"Tuna","Thunfisch"
"Urchin","Seeigel"
"Kelp","Seetang"
"Clam","Muschel"
"Coal","Kohle"
"Waterwheel","Wasserrad"
"Anvil","Amboss"
"Bakery Oven","Bäckereiofen"
"Blast Furnace","Hochofen"
"Bloomery","Schmelzofen"
"Bookshelf","Bücherregal"
"Brazier","Feuerschale"
"Butchery Table","Metzgertisch"
"Campfire","Lagerfeuer"
"Candle Stand","Kerzenständer"
"Carpentry Table","Zimmermanntisch"
"Cast Iron Stove","Gusseiserner Ofen"
"Ceiling Candle","Deckenlampe"
"Cement Kiln","Zementbrennofen"
"Chair","Stuhl"
"Combustion Generator","Verbrennungsgenerator"
"Computer Lab","Computerlabor"
"Construction Post","Baupfosten"
"Contract Board","Anschlagbrett"
"Couch","Sofa"
"Currency Exchange","Wechselstube"
"Electric Wall Lamp","Elektrische Wandleuchte"
"Electronics Assembly","Elektronikfertigung"
"Farmers Table","Landwirttisch"
"Fishery","Fischereitisch"
"Fish Trap","Reuse"
"Icebox","Eisschrank"
"Kiln","Brennofen"
"Laboratory","Laboratorium"
"Laser",""
"Wooden Latrine","Holzlatrine"
"Masonry Table","Steinmetztisch"
"Mill","Mahlwerk"
"Mint","Münzprägemaschine"
"Oil Refinery","Raffinerie"
"Padded Chair","Gepolsterter Stuhl"
"Round Pot","Blumentopf (rund)"
"Square Pot","Blumentopf (quadratisch)"
"Pump Jack","Ölbohrturm"
"Refrigerator","Kühlschrank"
"Research Table","Forschungstisch"
"Rolling Mill","Walzwerk"
"Medium Rug","Mittelgroßer Teppich"
"Small Rug","Kleiner Teppich"
"Salt Basket","Salzkorb"
"Sawmill","Sägewerk"
"Shelf Cabinet","Regalschrank"
"Solar Generator","Solargenerator"
"Stockpile","Lager (Groß)"
"Stone Brazier","Feuerschale aus Stein"
"Storage Chest","Truhe"
"Stove","Herd"
"Streetlamp","Straßenlaterne"
"Tailoring Table","Schneidertisch"
"Tallow Candle","Talgkerze"
"Tallow Lamp","Talglampe"
"Tallow Wall Lamp","Talgwandlampe"
"Torch Stand","Fackelhalter"
"Treasury","Steuertresor"
"Wainwright Table","Wagenmachertisch"
"Wall Candle","Wandkerze"
"Washboard","Waschbrett"
"Washing Machine","Waschmaschine"
"Windmill","Windmühle"
"Wind Turbine","Windrad"
"Wooden Fabric Bed","Hölzernes Stoffbett"
"Wooden Straw Bed","Hölzernes Strohbett"
"Wood Sign","Schild aus Holz"
"Workbench","Werkbank"
"Advanced Baking","Fortgeschrittenes Backen"
"Advanced Cooking","Fortgeschrittenes Kochen"
"Advanced Smelting","Fortgeschrittenes Schmelzen"
"Baking","Backen"
"Basic Engineering","Grundlegende Technik"
"Butchery","Metzgerhandwerk"
"Campfire Cooking","Lagerfeuerkochen"
"Cement","Zement"
"Cooking","Kochen"
"Cutting Edge Cooking","Innovatives Kochen"
"Digging","Graben"
"Electronics","Elektronik"
"Farming","Landwirtschaft"
"Fertilizers","Dünger"
"Fishing","Fischen"
"Gathering","Sammeln"
"Glassworking","Glasverarbeitung"
"Hewing","Holzbearbeitung"
"Hunting","Jagen"
"Industry","Industrie"
"Logging","Holzfällen"
"Mechanics","Mechanik"
"Milling","Mahlen"
"Mining","Bergbau"
"Oil Drilling","Ölbohrung"
"Paper Milling","Papierherstellung"
"Self Improvement","Selbstverbesserung"
"Smelting","Schmelzen"
"Tailoring","Schneidern"
"Woodworking","Holzweiterverarbeitung"
"Backpack","Rucksack"
"Backpacks","Rucksäcke"
"Chat Log","Chatprotokoll"
"Objectives","Ziele"
"Alpha Cloak","Alphamantel"
"Alpha Cloaks","Alphamäntel"
"Alpha Goggles","Alphaschutzbrille"
"Alpha Hat","Alphahut"
"Alpha Hats","Alphahüte"
"Basic Backpack","Einfacher Rucksack"
"Bearpack","Bärenrucksack"
"Big Backpack","Großer Rucksack"
"Blinky Eyelids","Blinzelnde Augenlieder"
"Camo Pants","Tarnhose"
"Camo Shirt","Tarnshirt"
"Capris","Caprihose"
"Derpy Hat","Trotteliger Hut"
"Fit Torso","Fitter Oberkörper"
"Garden Boots","Gartenschuhe"
"Gigot Sleeve Shirt","Hülsenhemd"
"Hardy Beard","Vollbart"
"Henley","Henleyshirt"
"Human Limbs","Menschliche Gliedmaßen"
"Light Backpack","Leichter Rucksack"
"Low Top Shoes","Halbschuhe"
"Normal Hair","Normales Haar"
"Peasant Hair","Bauernhaar"
"Rounded Face","Rundes Gesicht"
"Running Shoes","Laufschuhe"
"Scruffy Hair","Schmuddeliges Haar"
"Short Beard","Kurzer Bart"
"Square Belt","Quadratgürtel"
"Square Jaw","Quadratkiefer"
"Tall Boots","Hohe Stiefel"
"Trousers","Hosen"
"Wolf Whisperer Hat","Wolfflüstererhut"
"Wolf Whisperer Hats","Wolfflüstererhüte"
"Wolf Whisperer Mask","Wolfflüsterermaske"
"Wolf Whisperer Masks","Wolfflüsterermasken"
"Wolf Whisperer Shirt","Wolfflüstererhemd"
"Wolf Whisperer Shirts","Wolfflüstererhemden"
"Work Backpack","Arbeitsrucksack"
"Work Boots","Arbeitsstiefel"
"Bricks","Ziegel aus Lehm"
"Logs","Baumstämme"
"Sands","Sande"
"Sewage","Abwasser"
"Tailings","Giftige Schlacke"
"Tree Debris","Baumrückstände"
"Wire","Kabel"
"Wires","Kabel"
"Beets","Rote Bete"
"Boiled Sausages","Gekochte Würste"
"Camas Bulbs","Prärielilienzwiebeln"
"Corns","Mais"
"Ecoylent",""
"Fruit Salads","Obstsalate"
"Kelp Seed","Samen (Seetang)"
"Milk","Milch"
"Sugarcane","Zuckerrohr"
"Tomatoes","Tomaten"
"Tortillas",""
"Waterweed Seed","Samen (Wasserpest)"
"Acorn Pack","Eichelbeutel"
"Arrows","Pfeile"
"Beans Pack","Bohnenbeutel"
"Beet Seed Pack","Rote Beete Samenbeutel"
"Birch Seed Pack","Birkensamenbeutel"
"Boards","Bretter"
"Bunchgrass Seed Pack","Büschelgrassamenbeutel"
"Camas Bulb Pack","Prärielilienzwiebelbeutel"
"Cedar Seed Pack","Zedernsamenbeutel"
"Clams","Muscheln"
"Corn Seed Pack","Maissamenbeutel"
"Creosote Bush Seed Pack","Kreosotbuschsamenbeutel"
"Crimini Mushroom Spores Pack","Champignonsporenbeutel"
"Deeds","Besitzurkunden"
"Fern Spore Pack","Farnsporenbeutel"
"Fir Seed Pack","Tannensamenbeutel"
"Fireweed Seed Pack","Weidenröschensamenbeutel"
"Grass Seed Pack","Grassamenbeutel"
"Huckleberry Seed Pack","Heidelbeersamenbeutel"
"Kelp Seed Pack","Seetangsamenbeutel"
"Nuclear Fuel","Kernbrennstoff"
"Papers","Papier"
"Plastics","Kunststoffe"
"Prickly Pear Seed Pack","Kaktusfeigensamenbeutel"
"Rice Pack","Reisbeutel"
"Smog",""
"Strange Fuel","Seltsamer Kraftstoff"
"Sugarcane Pack","Zuckerrohrbeutel"
"Tomato Seed Pack","Tomatensamenbeutel"
"Urchins","Seeigel"
"Vehicle Tool Toggle","Fahrzeugwerkzeug umschalten"
"Waterweed Seed Pack","Wasserpestsamenbeutel"
"Wheat Seed Pack","Weizensamenbeutel"
"Advanced Baking Skill Book","Fertigkeitsbuch: Fortgeschrittenes Backen"
"Advanced Cooking Skill Book","Fertigkeitsbuch: Fortgeschrittenes Kochen"
"Advanced Smelting Skill Book","Fertigkeitsbuch: Fortgeschrittenes Schmelzen"
"Baking Skill Book","Fertigkeitsbuch: Backen"
