"You have too many Skill Scrolls already.","Hai già troppe Pergamene delle Abilità."
"Only {0} can collect that","Solo {0} può collezionarlo"
"Can't place there, blocked.","Non si può piazzare lì, bloccato."
"This plant is dead.","Questa pianta è morta."
"Atmosphere:({0})","Atmosfera:({0})"
"Balanced Multiplier: {0}","Moltiplicatore bilanciamento:{0}"
"Base Gain: {0}","Guadagno di base:{0}"
"Calories","Calorie"
"Waste","Rifiuto"
"Nutrition","Nutrizione"
"Stomach Contents","Contenuto dello stomaco"
"full","pieno"
"You are not logged in","Non hai effettuato l'accesso"
"You have kicked {0}","Hai kickato {0}"
"{0} is not online","{0} non è online"
"Your Steam id is {0}.","Il tuo Steam id è {0}."
"Your SLG id is {0}.","Il tuo id SLG è {0}."
"{0} is not logged in to a Steam account.","{0} non ha effettuato l'accesso ad un account di Steam."
"{0}'s Steam id is {1}.","L'id Steam di {0} è {1}."
"{0} is not logged in to an SLG account.","{0} non è loggato in un account SLG."
"{0} World Marker","{0} Marcatore del Mondo"
"Located {0:distance and direction} at {1}.","Localizzato {0:distance and direction} a {1}."
"Link added to clipboard.","Link aggiunto agli appunti."
"Waypoint added.","Segnalino aggiunto."
"Cleared all non-global markers.","Rimossi tutti i marcatori non globali."
"{0} set their objective: {1}","{0} hanno impostato il loro obiettivo: {1}"
"You already own this deed.","Possiedi già questo atto."
"Room had no ceiling at {0}.","Stanza senza un tetto a {0}."
"Room is flooded at {0}","Stanza è allagata a {0}"
"'{0}' is not a valid tier number","'{0}' non è un livello valido"
"Must be contained within a room","Deve essere contenuto in una stanza"
"Contained within a room","Contenuto in una stanza"
"Pressure:{0}atm","Pressione:{0}atm"
"Current skill rate is {0}.","Tasso di abilità corrente è {0}."
"{0} has issued you a warning. {1}","{0} ti ha inviato un avviso. {1}"
"You have sent a warning to {0}","Hai inviato un avviso a {0}"
"Bad elk meat?","Carne di Wapiti cattiva?"
"Time for some government spending!","È ora di fare qualche spesa pubblica!"
"Gabe has made it rain.","Gabe ha fatto piovere."
"You gave {0} skillpoints to {1}","Hai dato {0} punti abilità a {1}"
"Atmosphere added.","Atmosfera aggiunta."
"You gave {0} plots to {1}.","Hai dato {0} appezzamenti di terreno a {1}."
"You gained {0} plots.","Hai guadagnato {0} appezzamenti."
"With great power comes great responsibility","Con un grande potere si hanno grandi responsabilità"
"Selected item doesn't have durability.","Elemento selezionato non ha durabilità."
"Durability set to {0}","Durabilità impostata a {0}"
"Finished in {0}","Finito in {0}"
"{0} commands:","{0} comandi:"
"Online: {0}",""
"You are a {0}","Sei un {0}"
"{0} is not a world layer.","{0} non è uno strato del mondo."
"Missing Location","Luogo Mancante"
"Can't add tutorial item to inventory, no room.","Non è possibile aggiungere oggetti del tutorial al inventario, non c'è spazio."
"Building Blocks...","Costruendo Blocchi..."
"{0} has no access rights for {1} at {2}.","{0} non ha alcun diritto di accesso per {1} a {2}."
"{0} not selected.","{0} non selezionato."
"{0} cannot accept items of type {1}.","{0} non può accettare oggetti di tipo {1}."
"Need to add {0} to {1}.","Bisogna aggiungere {0} a {1}."
"Button pressed.","Bottone pressato."
"meters","metri"
"Plant","Pianta"
"This plant is dead. {0}","Questa pianta è morta. {0}"
"Calories Available: {0}","Calorie disponibili: {0}"
"Calories Required per Organism: {0}","Calorie richieste per ogni organismo: {0}"
"Amount of {0} Available: {1}","Quantità di {0} Disponibile: {1}"
"Log is not ready for harvest.  Remove all branches first.","Tronco non pronto per la raccolta.  Rimuovi prima i rami."
"Log is too large to pick up, slice into smaller pieces first.","Tronco troppo grosso per essere raccolto, taglialo prima in pezzi più piccoli."
"You are already carrying {0:items} and cannot pick up {1:items}.","Si stanno già portando {0:items} e non puoi prendere {1:items}."
"You must obtain authorization to shoot {0}.","Devi ottenere l'autorizzazione per sparare {0}."
"Axe","Ascia"
"Pickaxe","Piccone"
"Scythe","Falce"
"Shovel","Pala"
"Iron Axe","Ascia di ferro"
"Iron Hammer","Martello di ferro"
"Iron Hoe","Zappa di ferro"
"Iron Pickaxe","Piccone di ferro"
"Iron Shovel","Pala di ferro"
"Modern Axe","Ascia moderna"
"Modern Hammer","Martello moderno"
"Modern Hoe","Zappa moderna"
"Modern Pickaxe","Piccone moderno"
"Modern Scythe","Falce moderna"
"Modern Shovel","Pala moderna"
"Steel Axe","Ascia d'acciaio"
"Steel Hammer","Martello d'acciaio"
"Steel Hoe","Zappa d'acciaio"
"Steel Pickaxe","Piccone d'acciaio"
"Steel Shovel","Pala d'acciaio"
"Stone Axe","Ascia di pietra"
"Stone Hammer","Martello di pietra"
"Stone Pickaxe","Piccone di pietra"
"Wooden Hoe","Zappa di legno"
"Wooden Shovel","Pala di legno"
"Bow","Arco"
"Amanita Mushrooms","Ovoli Malefici"
"Beet","Barbabietola"
"Corn","Mais"
"Crimini Mushrooms","Funghi Champignon"
"Fiddleheads",""
"Fireweed Shoots","Germogli di Camenerio"
"Giant Cactus Fruit","Frutti del cactus gigante"
"Huckleberries","Mirtilli"
"Prickly Pear Fruit","Frutto di fico"
"Tomato","Pomodoro"
"Wheat","Grano"
"Plant Fibers","Fibra Vegetale"
"Acorn","Ghianda"
"Beans","Fagioli"
"Beet Seed","Seme di barbabietola"
"Birch Seed","Seme di betulla"
"Bunchgrass Seed","Seme di Erbaccia"
"Camas Bulb","Bulbo di Camassia"
"Cedar Seed","Seme di cedro"
"Corn Seed","Semi di Mais"
"Creosote Bush Seed","Seme di Cespuglio di Creosoto"
"Crimini Mushroom Spores","Spore di champignon"
"Fern Spore","Spora di felce"
"Fireweed Seed","Seme di Camenerio"
"Fir Seed","Seme di abete"
"Grass Seed","Seme di Erba"
"Huckleberry Seed","Seme di Mirtillo"
"Prickly Pear Seed","Seme di fico"
"Rice","Riso"
"Tomato Seed","Semi di Pomodori"
"Wheat Seed","Seme di grano"
"Leather Hide","Cuoio"
"Cloth","Stoffa"
"Cellulose Fiber","Fibra di Cellulosa"
"Fur Pelt","Pelliccia"
"Composite Filler","Riempitivo Misto"
"Huckleberry Extract","Estratto di Mirtillo"
"Berry Extract Fertilizer","Fertilizzante all’estratto di bacca"
"Pulp Filler","Polpa Riempitiva"
"Scrap Meat","Carne di scarto"
"Blood Meal Fertilizer","Fertilizzante alla farina di sangue"
"Fiber Filler","Fibra Riempitiva"
"Charred Camas Bulb","Bulbo di Camassia Carbonizzato"
"Camas Ash Fertilizer","Fertilizzante di Polvere di Camassia"
"Dirt","Terra"
"Hide Ash Fertilizer","Nascondi Cenere Fertilizzante"
"Pelt Fertilizer","Fertilizzante per Pelle"
"Stone","Pietra"
"Phosphate Fertilizer","Fertilizzante di Fosfato"
"Wood Pulp","Truciolo di Legno"
"Acorn Powder","Polvere di ghianda"
"Raw Meat","Carne Cruda"
"Baked Meat","Carne al forno"
"Raw Roast","Arrosto Crudo"
"Baked Roast","Arrosto al forno"
"Tallow","Sego"
"Bannock","Pagnotta"
"Bean Paste","Pasta di fagioli"
"Flour","Farina"
"Sugar","Zucchero"
"Yeast","Lievito"
"Bearclaw","Artiglio d'orso"
"Prime Cut","Carne di Prima Scelta"
"Vegetable Medley","Medley di verdure"
"Meat Stock","Brodo di carne"
"Infused Oil","Olio infuso"
"Bear S U P R E M E","Orso Supreme"
"Raw Sausage","Salsicia cruda"
"Boiled Sausage","Salsiccia bollita"
"Bread","Pane"
"Camas Paste","Pasta di Camassia"
"Camas Bread","Pane di Camassia"
"Camas Bulb Bake","Bulbo di Camassia cotto al forno"
"Campfire Roast","Arosto di falò"
"Campfire Stew","Stufato di falò"
"Charred Beet","Barbabietola carbonizzata"
"Charred Corn","Cereali carbonizzati"
"Raw Fish","Pesce crudo"
"Charred Fish","Pesce carbonizzato"
"Charred Meat","Carne carbonizzata"
"Charred Sausage","Salsiccia carbonizzata"
"Charred Tomato","Pomodoro carbonizzato"
"Steel","Acciaio"
"Cornmeal","Farina di mais"
"Oil","Olio"
"Corn Fritters","Frittelle di mais"
"Corn Starch","Amido di mais"
"Basic Salad","Insalta di base"
"Crimson Salad","Insalata Rossa"
"Raw Bacon","Pancetta cruda"
"Crispy Bacon","Pancetta croccante"
"Tortilla",""
"Wild Mix","Mix selvaggio"
"Elk Taco","Alci taco"
"Elk Wellington","Alce alla Wellington"
"Flatbread","Focaccia"
"Prepared Meat","Carne preparata"
"Fried Hare Haunches","Cosce di lepre fritte"
"Fried Tomatoes","Pomodori fritti"
"Huckleberry Pie","Torta di Mirtilli"
"Hydrocolloids","Idrocolloidi"
"Liquid Nitrogen","Azoto liquido"
"Simple Syrup","Sciroppo semplice"
"Maltodextrin","Maltodestrina"
"Meat Pie","Torta di carne"
"Cereal Germ","Germe dei cereali"
"Seared Meat","Carne Cotta"
"Simmered Meat","Carne bollita"
"Stuffed Turkey","Tacchino Imbottito"
"Fruit Salad","Insalata di Frutta"
"Sweet Salad","Insalata Dolce"
"Transglutaminase","Transglutaminasi"
"Vegetable Stock","Assortimento di Vegetali"
"Vegetable Soup","Brodo Vegetale"
"Wild Stew","Stufato di selvaggina"
"Wilted Fiddleheads","Germogli di felce appassiti"
"Piston","Pistone"
"Valve","Valvola"
"Servo","Servomotore"
"Circuit","Circuito"
"Advanced Combustion Engine","Motore a Combustione Avanzato"
"Log","Tronco"
"Arrow","Freccia"
"Concrete","Calcestruzzo"
"Asphalt Ramp","Rampa asfaltata"
"Barrel","Barile"
"Biodiesel",""
"Board","Tavola"
"Brick","Mattone"
"Lumber","Legname"
"Charcoal","Carbone Vegetale"
"Substrate","Substrato"
"Copper Wiring","Cablaggio in rame"
"Gold Flakes","Scaglie d'oro"
"Gearbox","Scatola del Cambio di velocità"
"Combustion Engine","Motore a combustione"
"Copper Ore","Minerale di rame"
"Copper Pipe","Tubo di rame"
"Corrugated Steel","Acciaio ondulato"
"Deed","Atto"
"Dirt Ramp","Rampa di Terra"
"Electric Motor","Motore elettrico"
"Petroleum","Petrolio"
"Epoxy","Resina epossidica"
"Plastic","Plastica"
"Glass","Vetro"
"Fiberglass","Fibra di vetro"
"Fishing Pole","Canna da pesca"
"Flat Steel","Piatto in acciaio"
"Framed Glass","Vetro Incorniciato"
"Gasoline","Benzina"
"Gear","Motore"
"Sand","Sabbia"
"Gold Ore","Minerale d'oro"
"Hewn Log","Tronco Tagliato"
"Iron Ore","Minerale di ferro"
"Iron Pipe","Tubo di ferro"
"Mortared Stone","Mortaio in Pietra"
"Paper","Carta"
"Rebar","Tondo per cemento armato"
"Reinforced Concrete","Cemento armato"
"Rivet","Rivetto"
"Soil Sampler","Campionatore di terreno"
"Steel Pipe","Tubo d'acciaio"
"Stone Ramp","Rampa di pietra"
"Stone Road","Strada di pietra"
"Torch","Torcia"
"Bison Carcass","Carcassa di bisonte"
"Elk Carcass","Carcassa di alce"
"Fox Carcass","Carcassa di volpe"
"Hare Carcass","Carcassa di lepre"
"Turkey Carcass","Carcassa di Tacchino"
"Wolf Carcass","Carcassa di lupo"
"Salmon","Salmone"
"Trout","Trota"
"Tuna","Tonno"
"Urchin","Riccio di Mare"
"Kelp","Alga"
"Clam","Vongola"
"Coal","Carbone"
"Waterwheel","Ruota idrica"
"Anvil","Incudine"
"Bakery Oven","Forno per panetteria"
"Blast Furnace","Altoforno"
"Bloomery","Forno per Metalli"
"Bookshelf","Scaffale dei libri"
"Brazier","Braciere"
"Butchery Table","Tavolo da Macellaio"
"Campfire","Falò"
"Candle Stand","Supporto per candele"
"Carpentry Table","Tavolo da carpentiere"
"Cast Iron Stove","Stufa in ghisa"
"Ceiling Candle","Candela da Soffitto"
"Cement Kiln","Forno da cemento"
"Chair","Sedia"
"Combustion Generator","Generatore a combustione"
"Computer Lab","Laboratorio informatico"
"Construction Post","Paletto per Costruzione"
"Contract Board","Tabellone dei Contratti"
"Couch","Divano"
"Currency Exchange","Cambio Valuta"
"Electric Wall Lamp","Lampada da Muro Elettrica"
"Electronics Assembly","Assemblaggi elettronici"
"Farmers Table","Tavolo da Contadino"
"Fishery","Tavolo da Pescatore"
"Fish Trap","Trappola per pesci"
"Icebox","Ghiacciaia"
"Kiln","Forno"
"Laboratory","Laboratorio"
"Laser",""
"Wooden Latrine","Latrina in Legno"
"Masonry Table","Tavolo da Muratore"
"Mill","Mulino"
"Mint","Zecca"
"Oil Refinery","Raffineria di petrolio"
"Padded Chair","Sedia imbottita"
"Round Pot","Vaso rotondo"
"Square Pot","Vaso quadrato"
"Pump Jack","Pompa Petrolifera"
"Refrigerator","Frigorifero"
"Research Table","Tabella di ricerca"
"Rolling Mill","Laminatoio"
"Medium Rug","Tappeto medio"
"Small Rug","Tappeto piccolo"
"Salt Basket","Cesto di sale"
"Sawmill","Segheria"
"Shelf Cabinet","Scaffale"
"Solar Generator","Generatore Solare"
"Stockpile","Scorta"
"Stone Brazier","Braciere in pietra"
"Storage Chest","Cassa"
"Stove","Stufa"
"Streetlamp","Lampione"
"Tailoring Table","Tavolo da Sarto"
"Tallow Candle","Candela di sego"
"Tallow Lamp","Lampada a sego"
"Tallow Wall Lamp","Lampada a Sego da Muro"
"Torch Stand","Supporto per Torce"
"Treasury","Tesoreria"
"Wainwright Table","Tavolo dei Trasporti"
"Wall Candle","Candela da Muro"
"Washboard","Asse per lavare"
"Washing Machine","Lavatrice"
"Windmill","Mulino a vento"
"Wind Turbine","Turbina a vento"
"Wooden Fabric Bed","Letto in Legno"
"Wooden Straw Bed","Letto in Paglia e Legno"
"Wood Sign","Cartello di Legno"
"Workbench","Banco da lavoro"
"Advanced Baking","Cottura al forno Avanzata"
"Advanced Cooking","Cucina Avanzata"
"Advanced Smelting","Fusione Avanzata"
"Baking","Cottura al forno"
"Basic Engineering","Ingegneria di base"
"Butchery","Macelleria"
"Campfire Cooking","Cucina da falò"
"Cement","Cemento"
"Cooking","Cucina"
"Cutting Edge Cooking","Cucina all'avanguardia"
"Digging","Scavare"
"Electronics","Elettronica"
"Farming","Agricoltura"
"Fertilizers","Fertilizzanti"
"Fishing","Pesca"
"Gathering","Raccolta"
"Glassworking","Lavorazione del vetro"
"Hewing","Tagliare Legna"
"Hunting","Caccia"
"Industry","Industria"
"Logging","Tagliare Tronchi"
"Mechanics","Meccanica"
"Milling","Fresatura"
"Mining","Estrazione Mineraria"
"Oil Drilling","Trivellazione petrolifera"
"Paper Milling","Fresatura della Carta"
"Self Improvement","Migliorare se stessi"
"Smelting","Fusione"
"Tailoring","Sartoria"
"Woodworking","Lavorazione del legno"
"Backpack","Zaino"
"Backpacks","Zaini"
"Chat Log","Log della chat"
"Objectives","Obiettivi"
"Alpha Cloak","Mantello Alfa"
"Alpha Cloaks","Mantelli Alfa"
"Alpha Goggles","Occhiali Alfa"
"Alpha Hat","Cappello Alpha"
"Alpha Hats","Cappelli Alpha"
"Basic Backpack","Zaino base"
"Bearpack","Zaino per Orsi"
"Big Backpack","Zaino Grande"
"Blinky Eyelids","Palpebre Ammiccanti"
"Camo Pants","Pantaloni Mimetici"
"Camo Shirt","Magliette Mimetiche"
"Capris","Pantaloni alla Caprese"
"Derpy Hat","Cappello Ridicolo"
"Fit Torso","Torso adatto"
"Garden Boots","Stivali da giardino"
"Gigot Sleeve Shirt","Camicia con maniche Gigot"
"Hardy Beard","Barba Resistente"
"Henley",""
"Human Limbs","Arti Umani"
"Light Backpack","Zaino Piccolo"
"Low Top Shoes","Scarpe basse"
"Normal Hair","Capelli normali"
"Peasant Hair","Capello da contadino"
"Rounded Face","Faccia arrotondata"
"Running Shoes","Scarpe da corsa"
"Scruffy Hair","Capello trasandato"
"Short Beard","Barba corta"
"Square Belt","Cintura Quadrata"
"Square Jaw","Mento Quadrato"
"Tall Boots","Stivali alti"
"Trousers","Pantaloni"
"Wolf Whisperer Hat","Cappello da Sussurratore dei Lupi"
"Wolf Whisperer Hats","Cappelli da Sussurratore dei Lupi"
"Wolf Whisperer Mask","Maschera da Sussurratore dei Lupi"
"Wolf Whisperer Masks","Maschere da Sussurratore dei Lupi"
"Wolf Whisperer Shirt","Maglietta da Sussurratore dei Lupi"
"Wolf Whisperer Shirts","Magliette da Sussurratore dei Lupi"
"Work Backpack","Zaino da Lavoro"
"Work Boots","Stivali da lavoro"
"Bricks","Mattoni"
"Logs","Tronchi"
"Sands","Sabbie"
"Sewage","Liquame"
"Tailings","Sterili"
"Tree Debris","Detriti di albero"
"Wire","Filo"
"Wires","Cavi"
"Beets","Barbabietole"
"Boiled Sausages","Salsicce bollita"
"Camas Bulbs","Bulbi di Camassia"
"Corns","Mais"
"Ecoylent","Ecoylente"
"Fruit Salads","Insalate di Frutta"
"Kelp Seed","Seme di Alga"
"Milk","Latte"
"Sugarcane","Canna da zucchero"
"Tomatoes","Pomodori"
"Tortillas",""
"Waterweed Seed","Seme di erba acquatica"
"Acorn Pack","Pacchetto di ghiande"
"Arrows","Frecce"
"Beans Pack","Pacchetto di fagioli"
"Beet Seed Pack","Pacchetto di Seme di Barbabietola"
"Birch Seed Pack","Pacchetto di semi di betulla"
"Boards","Tavole"
"Bunchgrass Seed Pack","Pacchetto di Semi di Erbaccia"
"Camas Bulb Pack","Pacchetto di Bulbo di Camassia"
"Cedar Seed Pack","Pacchetto di Semi di Cedro"
"Clams","Vongole"
"Corn Seed Pack","Pacchetto di semi di mais"
"Creosote Bush Seed Pack","Pacchetto di Seme di Cespuglio di Creosoto"
"Crimini Mushroom Spores Pack","Pacchetto di spore di Champignon"
"Deeds","Atti"
"Fern Spore Pack","Pacchetto di Spora di felce"
"Fir Seed Pack","Pacchetto di Semi di Abete"
"Fireweed Seed Pack","Pacchetto di Seme di Camenerio"
"Grass Seed Pack","Pacchetto di semi d'erba"
"Huckleberry Seed Pack","Pacchetto di semi di Mirtillo"
"Kelp Seed Pack","Pacchetto di Semi di Alga"
"Nuclear Fuel","Combustibile Nucleare"
"Papers","Carte"
"Plastics","Plastiche"
"Prickly Pear Seed Pack","Pacchetto di Semi di Fico"
"Rice Pack","Pacchetto di Riso"
"Smog",""
"Strange Fuel","Carburante Strano"
"Sugarcane Pack","Pacchetto di Canna da Zucchero"
"Tomato Seed Pack","Pacchetto di Semi di Pomodoro"
"Urchins","Ricci di mare"
"Vehicle Tool Toggle","Selettore di modalità"
"Waterweed Seed Pack","Pacchetto di Seme di Erba Acquatica"
"Wheat Seed Pack","Pacchetto di Semi di Grano"
"Advanced Baking Skill Book","Libro delle Abilità di Cottura al forno Avanzata"
"Advanced Cooking Skill Book","Libro delle Abilità di Cucina Avanzata"
"Advanced Smelting Skill Book","Libro delle Abilità di Fusione Avanzata"
"Baking Skill Book","Libro delle Abilità di Cottura al forno"
"Basic Engineering Skill Book","Libro delle Abilità di Ingegneria Base"
"Butchery Skill Book","Libro delle Abilità di Macelleria"
"Cooking Skill Book","Libro delle Abilità di Cucina"
"Cutting Edge Cooking Skill Book","Libro delle Abilità di Cucina d'Avanguardia"
"Electronics Skill Book","Libro delle Abilità di Elettronica"
"Farming Skill Book","Libro delle Abilità di Agricoltura"
"Fertilizers Skill Book","Libro delle Abilità di Fertilizzanti"
"Glassworking Skill Book","Libro delle Abilità di Lavorazione del Vetro"
"Industry Skill Book","Libro delle Abilità di Industria"
"Mechanics Skill Book","Libro delle Abilità di Meccanica"
"Milling Skill Book","Libro delle Abilità di Fresatura"
"Oil Drilling Skill Book","Libro delle Abilità di Trivellazione Petrolifera"
"Paper Milling Skill Book","Libro delle Abilità di Cartiera"
"Smelting Skill Book","Libro delle Abilità di Fusione"
"Tailoring Skill Book","Libro delle Abilità di Sartoria"
"Advanced Baking Skill Scroll","Pergamena delle Abilità di Cottura al forno Avanzata"
"Advanced Cooking Skill Scroll","Pergamena delle Abilità di Cucina Avanzata"
